Code,Part no,Partcode,Desc,Plan-IT FC,May-25,Jun-25,Jul-25,Aug-25,Sep-25,Oct-25,Nov-25,Dec-25,Jan-26,Feb-26,Mar-26,Apr-26,Total Qty,Sales Trend,L12 M sales,L6 M Sales,L3 M Sales,Max,Trend,Monthly FC  L6 M,FC Variance,% Variance,Trend
VO,21483789,VO21483789,PLUG,,,,,,,2,,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21488833,VO21488833,STEERING PUMP,,,,,,,,,1,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21488865,VO21488865,STEERING PUMP,,,,,,,,,,1,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21495449,VO21495449,CONNECTOR,,,,,,2,,,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21496277,VO21496277,RETAINER,,,,,,,,,,,1,,2,3,, -   , 1 , 1 , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,21499016,VO21499016,BRACKET,,,2,,3,1,1,1,,,,,2,10,, 1 , 1 , 1 , 1 , 1.00 , 1.00 , 1.00 , 100.0% ▲, Moderate Trend
VO,21503575,VO21503575,SEALING RING,,,,,,,,1,,,,1,4,6,, 1 , 1 , 2 , 2 , 2.00 , 1.00 , 1.00 , 100.0% ▲, Upward Trend
VO,21505893,VO21505893,LATCH,,,,1,,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21505894,VO21505894,LATCH,,,,,,,,1,1,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21510072,VO21510072,CYLINDER HEAD GASKET,,,,,,1,,,,,,1,4,6,, 1 , 1 , 2 , 2 , 2.00 , 1.00 , 1.00 , 100.0% ▲, Upward Trend
VO,21515329,VO21515329,INJECTOR SLEEVE,,,12,,,,6,,,,,6,,24,, 2 , 1 , 2 , 2 , 1.00 , 1.00 , 1.00 , 100.0% ▲, Moderate Trend
VO,21517690,VO21517690,GASKET,,,,1,,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21519716,VO21519716,FILTER,,1,2,1,4,5,3,17,,1,2,1,2,39,, 3 , 4 , 2 , 4 , 0.70 , 4.00 , 4.00 , 100.0% ▲, Downward Trend
VO,21520015,VO21520015,FOOT BOARD,,,,,,,,,,,,1,0,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21523327,VO21523327,PIPE,,,,,,,1,,2,,,1,2,6,, 1 , 1 , 1 , 1 , 1.00 , 1.00 , 1.00 , 100.0% ▲, Moderate Trend
VO,21526732,VO21526732,COOLANT PIPE,,,,,,,,,,,,3,1,4,, -   , 1 , 1 , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,21526870,VO21526870,DECAL,,1,1,,,,1,1,,,,,,4,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21532258,VO21532258,SEALING RING,,,,1,,,,1,,,1,,1,4,, -   , 1 , 1 , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,21532261,VO21532261,SEALING RING,,3,2,,5,,,2,,,,,,12,, 1 , -   , -   , 1 , -   , -   , -   , ►, Downward Trend
VO,21534097,VO21534097,BRAKE LINING KIT,,,,,,,,,,1,2,2,4,9,, 1 , 2 , 3 , 3 , 3.00 , 2.00 , 2.00 , 100.0% ▲, Upward Trend
VO,21534385,VO21534385,BRAKE LINING KIT,,,,1,,,,3,,,3,5,4,16,, 1 , 3 , 4 , 4 , 4.00 , 3.00 , 3.00 , 100.0% ▲, Upward Trend
VO,21538975,VO21538975,FUEL FILTER,,,,,,,,,,1,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21554111,VO21554111,BALL JOINT,,,,,,,,1,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21554115,VO21554115,BALL JOINT,,,,,,,,2,,,,,1,3,, -   , 1 , -   , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,21555659,VO21555659,COOLANT PIPE,,,,,,,,,,,,2,,2,, -   , -   , 1 , 1 , -   , -   , -   , ►, Downward Trend
VO,21563498,VO21563498,HANDLE,,,,1,,2,1,2,1,,3,2,2,14,, 1 , 2 , 2 , 2 , 2.00 , 2.00 , 2.00 , 100.0% ▲, Upward Trend
VO,21567921,VO21567921,GASKET,,,,,,1,,,,,,1,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21569200,VO21569200,UNIT INJECTOR,,,,,,,,,,,1,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21570880,VO21570880,GASKET,,,,,,1,4,2,12,,,2,6,27,, 2 , 4 , 3 , 4 , 1.50 , 4.00 , 4.00 , 100.0% ▲, Upward Trend
VO,21574834,VO21574834,SWITCH,,1,,,,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21574984,VO21574984,DOSAGE VALVE,,2,,,,,,,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21578293,VO21578293,GLASS,,1,,,,1,,1,1,0,,,,4,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21578886,VO21578886,INTERIOR LAMP,,,,,,,,,,,,1,1,2,, -   , -   , 1 , 1 , -   , -   , -   , ►, Downward Trend
VO,21579977,VO21579977,CHARGE REGULATOR,,1,,,,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21581522,VO21581522,GASKET KIT,,,,1,,,,,,,1,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21583806,VO21583806,KIT,,,1,,,1,,,,,,1,,3,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21584844,VO21584844,FILLER CAP,,,,1,,,,,1,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21593263,VO21593263,BELLOWS,,,,,,,,,2,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21594732,VO21594732,FRONT SPRING ANCHORAGE,,,,,,,,,,,,1,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21607575,VO21607575,ADJUSTING SLEEVE,,,,1,1,,,,,,,1,1,4,, -   , -   , 1 , 1 , -   , -   , -   , ►, Downward Trend
VO,21613426,VO21613426,THERMOSTAT,,,,,,,,,1,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21618958,VO21618958,ANTI ROLL BAR,,,,,,,,,,,1,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21620168,VO21620168,FLANGE SCREW,,,1,,,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21620172,VO21620172,AIR DRIER,,,,,,,,,,,,,1,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21620181,VO21620181,FILTER KIT,,5,,5,5,4,3,4,5,4,1,,,36,, 3 , 2 , -   , 3 , -   , 2.00 , 2.00 , 100.0% ▲, Downward Trend
VO,21626057,VO21626057,ROLLER BEARING,,,,,,,,,,,,,1,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21627374,VO21627374,CONNECTION PIPE,,,,,,,,,,,1,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21627792,VO21627792,ROLLER BEARING,,,,,,,,,,,1,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21630898,VO21630898,FLYWHEEL,,,,1,,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21632237,VO21632237,FUEL FILTER,,,,1,,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21634017,VO21634017,PRESSURE SENSOR,,,,,,,,,,,,1,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21634024,VO21634024,PRESSURE SENSOR,,,,,,,1,2,,1,,5,,9,, 1 , 1 , 2 , 2 , 2.00 , 1.00 , 1.00 , 100.0% ▲, Upward Trend
VO,21636161,VO21636161,DIPSTICK,,2,,,,1,1,,1,,,5,,10,, 1 , 1 , 2 , 2 , 2.00 , 1.00 , 1.00 , 100.0% ▲, Upward Trend
VO,21636166,VO21636166,PRESSURE SENSOR,,,,1,1,,,,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21636544,VO21636544,COVER,,,,,,,,,1,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21637266,VO21637266,ROCKER ARM,,,,,,,,,,,6,,,6,, 1 , 1 , 2 , 2 , 2.00 , 1.00 , 1.00 , 100.0% ▲, Upward Trend
VO,21643741,VO21643741,COVER,,,3,2,3,1,2,2,,,,4,2,19,, 2 , 1 , 2 , 2 , 1.00 , 1.00 , 1.00 , 100.0% ▲, Moderate Trend
VO,21646105,VO21646105,BELLOWS,,,,1,0,,,,,,,1,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21646614,VO21646614,DISC,,2,,,,,,,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21646983,VO21646983,RETAINER,,,,,,,,,,3,,,,3,, -   , 1 , -   , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,21647001,VO21647001,GLOVE COMPARTMENT,,,,,,,,,,,,,1,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21649619,VO21649619,RADIATOR - PC 24,,,,,,,,,,,,,1,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21649624,VO21649624,CHARGE AIR COOLER,,1,,,,,,,,,,1,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21650454,VO21650454,SIX POINT SOCKET SCREW,,,,,,,,12,12,24,12,,12,72,, 6 , 12 , 8 , 12 , 1.30 , 12.00 , 12.00 , 100.0% ▲, Upward Trend
VO,21651994,VO21651994,GASKET KIT,,,,,,,,1,,,,,1,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21652515,VO21652515,"UNIT INJECTOR, EXCH",,,,,,-1,1,,,,,,,0,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21654583,VO21654583,FILTER KIT B7RL,,,,,,,,,1,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21656990,VO21656990,RUBBER SPACER,,,,,,,,4,4,0,,,,8,, 1 , 1 , -   , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,21680295,VO21680295,CONNECTOR,,,6,10,2,,,,,,,,,18,, 2 , -   , -   , 2 , -   , -   , -   , ►, Downward Trend
VO,21687867,VO21687867,GASKET,,,,,,1,,,,,1,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21687880,VO21687880,COMBINATION VALVE,,,,,,,1,,,,,,1,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21693755,VO21693755,FILTER,,16,1,50,10,1,15,12,33,22,18,5,11,194,, 16 , 17 , 11 , 17 , 0.70 , 17.00 , 17.00 , 100.0% ▲, Downward Trend
VO,21702966,VO21702966,GEAR HOUSING BLANK,,,,,,,,,,,,1,0,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21707132,VO21707132,OIL FILTER,,15,5,42,11,5,14,18,15,7,8,9,17,166,, 14 , 12 , 11 , 14 , 0.80 , 12.00 , 12.00 , 100.0% ▲, Moderate Trend
VO,21707134,VO21707134,OIL FILTER,,28,8,20,16,14,14,30,32,12,12,12,10,208,, 17 , 18 , 11 , 18 , 0.60 , 18.00 , 18.00 , 100.0% ▲, Downward Trend
VO,21708521,VO21708521,VALVE SEAT,,,,,,,,,,,,2,,2,, -   , -   , 1 , 1 , -   , -   , -   , ►, Downward Trend
VO,21724551,VO21724551,GASKET,,,,,,,,,2,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21736639,VO21736639,OIL PUMP,,,,1,,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21740038,VO21740038,RELAY VALVE,,,1,,,,,,1,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21743197,VO21743197,AIR CLEANER,,30,9,46,22,23,42,32,67,22,24,18,33,368,, 31 , 33 , 25 , 33 , 0.80 , 33.00 , 33.00 , 100.0% ▲, Moderate Trend
VO,21743258,VO21743258,BRACKET,,,,,,4,,,,,,,,4,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21755841,VO21755841,CONNECTOR,,,,,,,1,1,,,,1,1,4,, -   , 1 , 1 , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,21758906,VO21758906,FILTER,,8,2,15,14,0,9,5,,3,5,5,11,77,, 6 , 5 , 7 , 7 , 1.20 , 5.00 , 5.00 , 100.0% ▲, Upward Trend
VO,21762881,VO21762881,FUEL NIPPLE,,,,,1,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21766488,VO21766488,SPRING,,,,,,,,,,1,,1,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21766491,VO21766491,BRACKET,,,,,,,,,,1,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21768608,VO21768608,CHARGE AIR HOSE,,,,1,,,1,,2,0,,1,,5,, -   , 1 , -   , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,21770132,VO21770132,CONNECTOR,,,,,,,,,,,3,,,3,, -   , 1 , 1 , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,21774891,VO21774891,RETAINER,,,,,,,,,,,,2,0,2,, -   , -   , 1 , 1 , -   , -   , -   , ►, Downward Trend
VO,21779548,VO21779548,CRANKSHAFT SEAL,,,,2,,,,,1,1,1,,,5,, -   , 1 , -   , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,21779648,VO21779648,CAP,,,1,,,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21780376,VO21780376,SEALING RING,,,,,,,,,1,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21786765,VO21786765,PLANE GASKET,,,,,,,,1,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21789707,VO21789707,GEAR SHIFT CABLE,,4,1,1,1,,1,,,,,,2,10,, 1 , -   , 1 , 1 , 1.00 , -   , -   , ►, Moderate Trend
VO,21789708,VO21789708,GEAR SHIFT CABLE,,2,2,,1,,1,,,,,,,6,, 1 , -   , -   , 1 , -   , -   , -   , ►, Downward Trend
VO,21790555,VO21790555,BRACKET,,,,,,1,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21794321,VO21794321,ADJUSTING SCREW,,,6,2,4,4,,1,2,,2,1,1,23,, 2 , 1 , 1 , 2 , 0.50 , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,21801796,VO21801796,HOSE,,,,,,,,,,,,1,0,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21805870,VO21805870,CONNECTOR,,,,,,,,,,,6,,,6,, 1 , 1 , 2 , 2 , 2.00 , 1.00 , 1.00 , 100.0% ▲, Upward Trend
VO,21806167,VO21806167,FUSE,,,,,,,1,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21810667,VO21810667,CONNECTOR,,,,1,2,1,,0,1,0,1,1,0,7,, 1 , 1 , 1 , 1 , 1.00 , 1.00 , 1.00 , 100.0% ▲, Moderate Trend
VO,21824958,VO21824958,HOSE,,,,,,,,,,,2,,,2,, -   , -   , 1 , 1 , -   , -   , -   , ►, Downward Trend
VO,21827490,VO21827490,BRACKET,,,,,,1,1,,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21833916,VO21833916,BUMP STOP,,,1,2,4,8,4,1,,2,2,12,2,38,, 3 , 3 , 5 , 5 , 1.70 , 3.00 , 3.00 , 100.0% ▲, Upward Trend
VO,21834199,VO21834199,FILTER INSERT,,6,7,6,4,2,2,17,8,3,4,2,4,65,, 5 , 6 , 3 , 6 , 0.60 , 6.00 , 6.00 , 100.0% ▲, Downward Trend
VO,21834205,VO21834205,FILTER,,1,,1,,,,,1,,,,,3,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21834210,VO21834210,FILTER INSERT,,,,,,,,,,,,1,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21838764,VO21838764,FLANGE SCREW,,2,,,,,,,,,,2,,4,, -   , -   , 1 , 1 , -   , -   , -   , ►, Downward Trend
VO,21838765,VO21838765,FLANGE SCREW,,,,1,7,,3,6,6,,,19,,42,, 4 , 5 , 6 , 6 , 1.50 , 5.00 , 5.00 , 100.0% ▲, Upward Trend
VO,21838766,VO21838766,FLANGE SCREW,,,8,5,1,1,1,,1,,,5,1,23,, 2 , 1 , 2 , 2 , 1.00 , 1.00 , 1.00 , 100.0% ▲, Moderate Trend
VO,21844960,VO21844960,SEALING RING,,,,,,,,,,,,,1,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21847501,VO21847501,V-RIBBED BELT,,,,,,,,,9,,,,,9,, 1 , 2 , -   , 2 , -   , 2.00 , 2.00 , 100.0% ▲, Downward Trend
VO,21849890,VO21849890,HOSE,,2,1,,,,1,1,,,,,,5,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21850086,VO21850086,HEADLINING,,,,,,,,,1,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21860146,VO21860146,BREATHER PIPE,,,,,,,,,4,,,,,4,, -   , 1 , -   , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,21866530,VO21866530,SHOCK ABSORBER,,,,,,,,,,,1,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21870628,VO21870628,FUEL FILTER HOUSING,,1,1,,,,1,,,,,,,3,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21877169,VO21877169,CRANKSHAFT SEAL,,,,,1,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21879936,VO21879936,HANDLE,,2,,,,,,,1,1,,,4,8,, 1 , 1 , 1 , 1 , 1.00 , 1.00 , 1.00 , 100.0% ▲, Moderate Trend
VO,21880268,VO21880268,CONNECTION BLOCK,,,1,1,1,,,,2,0,2,2,2,11,, 1 , 1 , 2 , 2 , 2.00 , 1.00 , 1.00 , 100.0% ▲, Upward Trend
VO,21884469,VO21884469,FILLER CAP,,,1,2,,,1,4,4,,,22,3,37,, 3 , 6 , 8 , 8 , 2.70 , 6.00 , 6.00 , 100.0% ▲, Upward Trend
VO,21895636,VO21895636,GASKET,,,,,,1,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21905526,VO21905526,KIT,,,,,,,,,3,,,,,3,, -   , 1 , -   , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,21924628,VO21924628,PIPE,,,,,,,,,1,0,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21929208,VO21929208,HOSE,,,3,,,,,,,,,,,3,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21932449,VO21932449,CHARGE AIR HOSE,,1,,,,,,,3,0,1,,,5,, -   , 1 , -   , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,21935774,VO21935774,PIPE,,,,,,,,,,,1,,1,2,, -   , -   , 1 , 1 , -   , -   , -   , ►, Downward Trend
VO,21940435,VO21940435,COVER,,,,,,,,,,,1,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21940610,VO21940610,SEALING RING,,,,,,,,2,10,4,5,,1,22,, 2 , 4 , 2 , 4 , 1.00 , 4.00 , 4.00 , 100.0% ▲, Moderate Trend
VO,21940615,VO21940615,SEALING RING,,,,1,,,,,1,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21944107,VO21944107,PIPE,,1,,1,1,,,1,2,,,4,,10,, 1 , 1 , 1 , 1 , 1.00 , 1.00 , 1.00 , 100.0% ▲, Moderate Trend
VO,21946539,VO21946539,MAGNETIC PLUG,,,,,,,,,4,,,,,4,, -   , 1 , -   , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,21949994,VO21949994,PIPE,,,,,1,,1,1,2,,,2,,7,, 1 , 1 , 1 , 1 , 1.00 , 1.00 , 1.00 , 100.0% ▲, Moderate Trend
VO,21950002,VO21950002,PIPE,,,,,,,,1,2,,,3,,6,, 1 , 1 , 1 , 1 , 1.00 , 1.00 , 1.00 , 100.0% ▲, Moderate Trend
VO,21954674,VO21954674,STRAINER,,2,9,9,17,13,8,6,5,4,9,4,7,93,, 8 , 6 , 7 , 8 , 0.90 , 6.00 , 6.00 , 100.0% ▲, Moderate Trend
VO,21958840,VO21958840,DECAL,,3,2,,,,1,3,,,,,,9,, 1 , 1 , -   , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,21960567,VO21960567,FLANGE SCREW,,,,,8,10,,,,,15,16,6,55,, 5 , 6 , 12 , 12 , 2.40 , 6.00 , 6.00 , 100.0% ▲, Upward Trend
VO,21960568,VO21960568,FLANGE SCREW,,,,,,,,,,,4,,,4,, -   , 1 , 1 , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,21964429,VO21964429,COMBINED TANK UNIT,,,,1,,-1,1,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21967984,VO21967984,COMPRESSOR,,-1,1,,,,,,,,,,,0,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21980753,VO21980753,BIG-END BEARING KIT,,,,6,,,,,,,,,,6,, 1 , -   , -   , 1 , -   , -   , -   , ►, Downward Trend
VO,21983651,VO21983651,BELT TENSIONER,,,4,2,1,1,,3,5,1,,,1,18,, 2 , 2 , -   , 2 , -   , 2.00 , 2.00 , 100.0% ▲, Downward Trend
VO,21983655,VO21983655,BELT TENSIONER,,,4,2,1,1,,3,5,1,,,1,18,, 2 , 2 , -   , 2 , -   , 2.00 , 2.00 , 100.0% ▲, Downward Trend
VO,21985284,VO21985284,NOISE SHIELD,,,,,,,,,,,1,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21986056,VO21986056,FAN HUB,,1,,,,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21990221,VO21990221,VALVE STEM SEAL,,,,,,24,,24,,24,,24,24,120,, 10 , 16 , 16 , 16 , 1.60 , 16.00 , 16.00 , 100.0% ▲, Upward Trend
VO,21992993,VO21992993,SYNCHRONIZER RING,,,,,,,,,,2,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21994373,VO21994373,ENGAGING SLEEVE,,,,,,,,,,1,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21997378,VO21997378,RUBBER CUSHION,,,,,,,,,2,,,2,,4,, -   , 1 , 1 , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,21999956,VO21999956,COVER,,,,1,0,,1,1,,,,,,3,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,21999960,VO21999960,COVER,,,,,,,,,,,,,1,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,22011866,VO22011866,AIR COMPRESSOR,,,,,,,,,,,1,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,22018636,VO22018636,WIRING HARNESS,,,1,,,,,1,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,22023120,VO22023120,OIL FILTER KIT,,1,,,,,,,,1,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,22024917,VO22024917,LOCKING KNOB,,,,3,1,,3,,1,,2,4,2,16,, 1 , 2 , 3 , 3 , 3.00 , 2.00 , 2.00 , 100.0% ▲, Upward Trend
VO,22026373,VO22026373,MODULE,,,,,,,,,1,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,22040500,VO22040500,AIR COMPRESSOR,,1,,,,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,22040506,VO22040506,SEAT BELT,,,,,,,,,1,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,22040854,VO22040854,AIR FILTER,,,,,2,,,2,,,,,,4,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,22053130,VO22053130,PRESSURE HOSE,,,,,,1,,,2,,,2,,5,, -   , 1 , 1 , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,22058737,VO22058737,AIR SPRING,,1,1,2,,,,,1,,2,,2,9,, 1 , 1 , 1 , 1 , 1.00 , 1.00 , 1.00 , 100.0% ▲, Moderate Trend
VO,22058739,VO22058739,AIR SPRING,,9,11,9,1,2,,,9,5,3,1,12,62,, 5 , 5 , 5 , 5 , 1.00 , 5.00 , 5.00 , 100.0% ▲, Moderate Trend
VO,22058741,VO22058741,AIR SPRING,,,,,,,,,1,2,,,,3,, -   , 1 , -   , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,22065621,VO22065621,COVER,,,,,,,,,,,,1,0,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,22070751,VO22070751,STEERING SHAFT,,,,,,,,,,,1,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,22070795,VO22070795,PIVOT PIN,,,2,,,,,,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,22071586,VO22071586,CLOCKSPRING,,,1,1,,2,1,1,3,1,,,,10,, 1 , 1 , -   , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,22075180,VO22075180,LOCK RING,,,,,,,,,3,,,,,3,, -   , 1 , -   , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,22078082,VO22078082,COVER,,,1,2,1,,4,,1,1,2,3,3,18,, 2 , 2 , 3 , 3 , 1.50 , 2.00 , 2.00 , 100.0% ▲, Upward Trend
VO,22080434,VO22080434,SPRING BRAKE CYLINDER,,,,,,,,,,,1,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,22086413,VO22086413,CRANKSHAFT SEAL,,1,,1,,,,,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,22087453,VO22087453,ATTACHING WASHER,,,,,,,,,,,,6,0,6,, 1 , 1 , 2 , 2 , 2.00 , 1.00 , 1.00 , 100.0% ▲, Upward Trend
VO,22089732,VO22089732,WINDSCREEN,,1,2,2,,5,4,5,2,,3,2,,26,, 2 , 2 , 2 , 2 , 1.00 , 2.00 , 2.00 , 100.0% ▲, Moderate Trend
VO,22094892,VO22094892,HOSE KIT,,,,1,,3,2,,1,,2,2,1,12,, 1 , 1 , 2 , 2 , 2.00 , 1.00 , 1.00 , 100.0% ▲, Upward Trend
